15.329813,-3.31039929,-3.82936931,9
15.31776619,-3.35722303,-3.97786784,7
15.24950981,-3.34456539,-3.97306705,10
15.33206749,-3.29068828,-3.7763648,9
15.20001793,-3.35152483,-4.02308846,9
15.32730293,-3.34332585,-3.94825411,8
15.15678406,-3.36481476,-4.09241486,12
15.26947594,-3.34064078,-3.97637582,9
15.33330727,-3.26676989,-3.7299397,8
15.05914116,-3.31290126,-3.99502826,15
15.21054077,-3.33338785,-4.00003576,11
15.33054161,-3.31775975,-3.90503573,8
14.99810982,-3.30370522,-4.01088858,14
15.16518593,-3.34200358,-4.06391668,14
15.29141235,-3.33146787,-3.98636174,8
14.96530914,-3.32622075,-4.11524487,11
15.082201,-3.30605674,-4.01579905,16
15.22106171,-3.3120203,-3.98343229,11
15.33270454,-3.2856319,-3.86566305,9
14.85915947,-3.26008797,-3.98342967,14
15.0127964,-3.2851088,-4.00901365,14
15.17985153,-3.32154584,-4.06328154,12
15.29774666,-3.30223513,-3.9627111,8
14.79067802,-3.23739386,-3.97080612,13
14.98209,-3.30795217,-4.12439346,10
15.10622978,-3.29398012,-4.0432539,13
15.21584892,-3.26650929,-3.92463088,9
15.33277512,-3.24758339,-3.82704544,9
14.71901703,-3.20930338,-3.94679141,12
14.88007355,-3.24422264,-4.00433016,16
15.03048515,-3.26248622,-4.01566982,11
15.19437599,-3.29451966,-4.05842304,11
15.30296516,-3.26669621,-3.93683147,8
14.67461777,-3.21331048,-4.01425791,15
14.80422783,-3.20988321,-3.97004843,14
14.97569656,-3.25539708,-4.0574069,9
15.11038208,-3.25523448,-4.01576614,8
15.22519302,-3.23250365,-3.91161919,9
15.33485603,-3.20639396,-3.79585052,8
14.60604668,-3.18627834,-3.99915051,20
14.73252678,-3.17968583,-3.94528747,15
14.90201187,-3.22460866,-4.03576279,15
15.04191971,-3.22955513,-4.01157379,11
15.16720009,-3.21890378,-3.94109488,13
15.31541252,-3.23312545,-3.93582773,8
14.53427505,-3.15360475,-3.97066712,14
14.68076324,-3.17204738,-3.99109316,22
14.82717133,-3.18950701,-4.00358057,16
14.95981598,-3.18726897,-3.96120715,13
15.09667015,-3.19077992,-3.93319678,12
15.23653793,-3.19523478,-3.90503883,8
14.46766853,-3.12530136,-3.95368171,12
14.61738968,-3.14900899,-3.99256921,17
14.74705124,-3.1461966,-3.95332289,15
14.92902374,-3.20341277,-4.07943392,19
15.03024101,-3.16469073,-3.9340744,13
15.11179352,-3.10834432,-3.74171901,17
14.38622856,-3.07484198,-3.87812281,21
14.53397179,-3.09882736,-3.9190104,8
14.67633438,-3.11337495,-3.93189955,7
14.85001755,-3.1623075,-4.03896618,9
14.97009468,-3.14517808,-3.95624423,15
15.06622314,-3.1038146,-3.80521631,17
14.33646965,-3.06642461,-3.92601871,19
14.47052383,-3.07244325,-3.91787887,13
14.60659218,-3.07942176,-3.90959954,12
14.77297783,-3.11993265,-3.9966228,13
14.93398666,-3.15187407,-4.05453062,9
15.01643753,-3.09266663,-3.85546732,10
14.28463554,-3.05631018,-3.96810126,12
14.40276146,-3.03821158,-3.89357877,20
14.53258705,-3.0382359,-3.86909366,7
14.68436813,-3.06264853,-3.9139185,9
14.84859276,-3.09960866,-3.98830318,10
14.96767426,-3.08174849,-3.90769625,14
14.19443703,-2.98532534,-3.8397491,25
14.34983253,-3.02452183,-3.93107533,23
14.48063087,-3.02341437,-3.90571332,10
14.60510635,-3.01436901,-3.85620522,19
14.76946831,-3.05379701,-3.94237542,13
14.88752365,-3.03483796,-3.86090612,19
14.14465714,-2.9750464,-3.88888359,20
14.28304863,-2.98841262,-3.90800643,16
14.40969467,-2.98304057,-3.87212873,9
14.54999352,-2.99439764,-3.88341856,11
14.67341805,-2.98475385,-3.82895684,26
14.83244896,-3.01535845,-3.89208913,14
14.05745697,-2.9040134,-3.76050782,13
14.23425865,-2.97637892,-3.95936489,17
14.35877419,-2.96782541,-3.91382551,14
14.48117065,-2.95621324,-3.85961795,7
14.61095047,-2.95487618,-3.83227944,24
14.74590302,-2.95803332,-3.81743073,16
14.01073647,-2.89442348,-3.81557441,13
14.11948013,-2.86608243,-3.71419859,9
