//X,Y,Z
-0.18799999,-0.12800001,-2.07999992
-0.163,-0.112,-2.07299995
-0.15099999,-0.105,-2.07500005
-0.138,-0.098,-2.07599998
-0.197,-0.092,-2.07800007
-0.126,-0.091,-2.07399988
-0.185,-0.085,-2.07999992
-0.171,-0.078,-2.0769999
-0.1,-0.077,-2.07299995
-0.15800001,-0.071,-2.07200003
-0.087,-0.07,-2.06599998
-0.145,-0.065,-2.07299995
-0.074,-0.063,-2.06699991
-0.20299999,-0.06,-2.07800007
-0.132,-0.058,-2.07299995
-0.061,-0.057,-2.06699991
-0.19,-0.054,-2.079
-0.049,-0.051,-2.07299995
-0.106,-0.046,-2.07500005
-0.035,-0.045,-2.06800008
-0.057,-0.04,-2.06800008
-0.184,-0.037,-2.06800008
-0.15000001,-0.036,-2.0769999
-0.171,-0.031,-2.06800008
-0.13600001,-0.031,-2.079
-0.101,-0.03,-2.07399988
0.003,-0.028,-2.07200003
-0.122,-0.025,-2.06900001
-0.038,-0.019,-2.06500006
0.03,-0.018,-2.06100011
-0.06,-0.015,-2.06500006
-0.025,-0.014,-2.06699991
0.009,-0.013,-2.06299996
0.043,-0.013,-2.06100011
-0.046,-0.01,-2.06699991
-0.033,-0.005,-2.07399988
0.036,-0.004,-2.06900001
-0.053,-0.002,-2.06399989
-0.019,-0.001,-2.06699991
0.05,0,-2.06599998
-0.04,0.002,-2.06399989
0.042,0.007,-2.06200004
0.022,0.01,-2.06200004
0.125,0.013,-2.05900002
0.036,0.014,-2.06999993
0.105,0.016,-2.05900002
0.119,0.02,-2.06500006
0.153,0.021,-2.05999994
0.098,0.022,-2.06699991
0.167,0.024,-2.06299996
0.112,0.026,-2.06299996
0.18099999,0.028,-2.05900002
0.023,0.026,-2.06900001
0.126,0.029,-2.06500006
0.19599999,0.031,-2.05999994
0.071,0.03,-2.06299996
0.141,0.032,-2.06699991
0.085,0.032,-2.06100011
0.155,0.035,-2.06599998
0.19,0.036,-2.06800008
0.1,0.035,-2.06200004
0.13500001,0.036,-2.06999993
0.169,0.037,-2.06299996
0.149,0.039,-2.06999993
0.183,0.04,-2.06100011
0.12800001,0.039,-2.05999994
0.163,0.041,-2.06800008
0.197,0.042,-2.05999994
0.142,0.041,-2.05900002
0.178,0.043,-2.06599998
0.15700001,0.043,-2.06399989
0.192,0.045,-2.06500006
0.171,0.045,-2.06299996
0.185,0.046,-2.05599999
0.199,0.048,-2.05999994
0.054,-0.133,-2.06399989
0.05,-0.12,-2.06599998
-0.048,-0.113,-2.06599998
-0.052,-0.1,-2.06900001
0.041,-0.092,-2.06900001
0.037,-0.078,-2.0710001
-0.029,-0.069,-2.06699991
0.033,-0.064,-2.06999993
-0.033,-0.055,-2.06800008
-0.002,-0.053,-2.0710001
0.029,-0.051,-2.0710001
0.06,-0.048,-2.06900001
0.092,-0.046,-2.06999993
-0.037,-0.041,-2.06800008
-0.006,-0.039,-2.06800008
0.025,-0.037,-2.07200003
0.057,-0.034,-2.06699991
0.088,-0.032,-2.06500006
-0.041,-0.027,-2.06900001
0.021,-0.023,-2.06599998
0.053,-0.02,-2.06999993
0.084,-0.018,-2.06299996
-0.044,-0.013,-2.06599998
-0.013,-0.011,-2.06900001
0.018,-0.008,-2.06599998
0.05,-0.006,-2.07299995
0.081,-0.004,-2.06900001
-0.048,0,-2.06800008
0.078,0.009,-2.06599998
-0.019,0.016,-2.0710001
0.044,0.021,-2.0710001
0.075,0.023,-2.06900001
-0.025,0.045,-2.0710001
0.038,0.049,-2.06699991
0.07,0.052,-2.0710001
-0.059,0.057,-2.06599998
0.004,0.061,-2.07200003
-0.066,0.1,-2.06399989
0.061,0.109,-2.07200003
-0.068,0.115,-2.07399988
-0.102,0.127,-2.06599998
0.19400001,0.062,-2.06200004
0.18000001,0.057,-2.06299996
0.167,0.053,-2.06500006
0.153,0.048,-2.05999994
0.139,0.043,-2.06100011
0.20100001,0.04,-2.06599998
0.111,0.035,-2.06299996
0.17299999,0.032,-2.06599998
0.097,0.031,-2.06399989
0.189,0.027,-2.06699991
0.083,0.027,-2.06200004
0.039,0.025,-2.06399989
0.069,0.023,-2.06500006
0.191,0.019,-2.06200004
0.086,0.019,-2.0710001
0.116,0.018,-2.06999993
0.011,0.018,-2.06699991
0.103,0.009,-2.06200004
-0.043,0.001,-2.06900001
0.016,0,-2.06399989
0.046,0,-2.06900001
-0.027,-0.001,-2.07299995
0.032,-0.001,-2.06999993
-0.042,-0.003,-2.07200003
0.017,-0.003,-2.06999993
0.047,-0.003,-2.06500006
-0.056,-0.004,-2.06800008
-0.026,-0.004,-2.07200003
0.033,-0.004,-2.06399989
-0.04,-0.006,-2.06599998
-0.025,-0.007,-2.06900001
-0.13,-0.008,-2.06999993
-0.099,-0.008,-2.06599998
-0.009,-0.007,-2.07200003
-0.14399999,-0.01,-2.06900001
-0.114,-0.009,-2.0769999
-0.15899999,-0.01,-2.06800008
-0.12899999,-0.01,-2.07500005
-0.068,-0.009,-2.06699991
-0.18799999,-0.012,-2.06900001
-0.067,-0.009,-2.06800008
-0.14300001,-0.011,-2.07800007
-0.082,-0.009,-2.07399988
-0.18700001,-0.011,-2.07200003
-0.15700001,-0.01,-2.07599998
-0.096,-0.009,-2.07399988
-0.20200001,-0.011,-2.08100009
-0.171,-0.01,-2.07200003
-0.111,-0.008,-2.07500005
-0.186,-0.01,-2.07399988
-0.125,-0.008,-2.07599998
-0.2,-0.009,-2.0710001
-0.14,-0.007,-2.07399988
-0.154,-0.006,-2.07399988
-0.2,-0.006,-2.07999992
-0.169,-0.005,-2.07500005
-0.183,-0.004,-2.07399988
-0.197,-0.002,-2.07299995
-0.06,0.112,-2.07599998
-0.058,0.098,-2.06500006
-0.056,0.083,-2.06800008
0.008,0.079,-2.0710001
0.01,0.065,-2.07200003
-0.053,0.055,-2.06800008
-0.02,0.053,-2.06999993
0.011,0.05,-2.06500006
0.044,0.048,-2.0710001
0.076,0.046,-2.06800008
0.046,0.019,-2.0710001
0.079,0.016,-2.06599998
-0.049,0.011,-2.06800008
-0.048,-0.002,-2.06800008
-0.016,-0.005,-2.06599998
0.048,-0.009,-2.07200003
0.08,-0.012,-2.05999994
-0.047,-0.016,-2.06900001
-0.015,-0.019,-2.07200003
0.016,-0.021,-2.06500006
0.049,-0.024,-2.0710001
0.081,-0.026,-2.06500006
-0.047,-0.031,-2.06900001
-0.015,-0.033,-2.07200003
0.017,-0.036,-2.06900001
0.081,-0.041,-2.06699991
0.017,-0.051,-2.07299995
0.082,-0.056,-2.06999993
-0.046,-0.06,-2.06800008
0.017,-0.08,-2.07200003
0.016,-0.124,-2.0710001
-0.15700001,-0.021,-2.0710001
-0.14300001,-0.018,-2.07500005
-0.2,-0.014,-2.079
-0.12899999,-0.016,-2.07399988
-0.185,-0.012,-2.0769999
-0.114,-0.013,-2.07399988
-0.171,-0.01,-2.07599998
-0.1,-0.011,-2.07500005
-0.156,-0.008,-2.07800007
-0.086,-0.009,-2.07299995
-0.142,-0.007,-2.0769999
-0.071,-0.008,-2.06699991
-0.199,-0.004,-2.08100009
-0.127,-0.005,-2.07800007
-0.057,-0.006,-2.06500006
-0.183,-0.003,-2.07599998
-0.113,-0.004,-2.07399988
-0.153,-0.001,-2.0710001
-0.119,-0.001,-2.07599998
-0.083,-0.002,-2.06699991
-0.139,0,-2.0710001
-0.104,-0.001,-2.07500005
-0.124,0,-2.06900001
-0.089,0,-2.06999993
-0.025,0,-2.06299996
0.043,0,-2.06399989
-0.045,0,-2.06999993
0.023,0,-2.07299995
0.058,0,-2.06399989
-0.031,0,-2.06999993
-0.051,0,-2.06399989
0.017,0,-2.06200004
0.052,0,-2.06900001
-0.037,0,-2.06500006
0.031,0,-2.06299996
0.101,0,-2.06699991
0.081,-0.001,-2.06299996
0.095,-0.002,-2.05900002
0.13,-0.002,-2.05999994
0.11,-0.003,-2.06699991
0.145,-0.002,-2.06200004
0.125,-0.004,-2.06900001
0.15899999,-0.003,-2.06100011
0.104,-0.005,-2.06500006
0.17399999,-0.005,-2.05800009
0.014,-0.007,-2.0710001
0.18799999,-0.006,-2.05800009
0.063,-0.009,-2.06500006
0.092,-0.013,-2.06800008
0.176,-0.014,-2.06500006
0.12,-0.017,-2.06100011
0.155,-0.017,-2.06900001
0.19,-0.017,-2.06200004
0.134,-0.02,-2.05999994
0.169,-0.02,-2.06699991
0.148,-0.023,-2.06399989
0.183,-0.022,-2.06100011
0.162,-0.026,-2.05800009
0.198,-0.025,-2.06599998
0.176,-0.029,-2.05699992
0.009,-0.134,-2.07399988
0.009,-0.12,-2.07299995
0.009,-0.105,-2.06800008
-0.087,-0.099,-2.06599998
0.01,-0.091,-2.07200003
0.074,-0.085,-2.07200003
-0.085,-0.069,-2.06500006
0.076,-0.057,-2.06999993
-0.052,-0.052,-2.06699991
0.077,-0.042,-2.06900001
0.013,-0.033,-2.06800008
0.078,-0.028,-2.06900001
-0.05,-0.023,-2.06699991
-0.017,-0.021,-2.06800008
0.079,-0.013,-2.06599998
-0.048,-0.009,-2.06699991
-0.016,-0.006,-2.06800008
0.015,-0.004,-2.06800008
0.017,0.009,-2.06900001
0.082,0.014,-2.0710001
-0.045,0.019,-2.06800008
0.053,0.04,-2.06100011
0.086,0.043,-2.06999993
-0.041,0.047,-2.06500006
0.023,0.052,-2.06699991
-0.069,0.074,-2.06500006
0.093,0.085,-2.06900001
0.063,0.097,-2.06999993
-0.054,0.146,-2.06599998
-0.051,0.16,-2.06599998
0.185,-0.02,-2.06100011
0.17,-0.02,-2.06299996
0.126,-0.018,-2.06299996
0.156,-0.019,-2.06599998
0.186,-0.02,-2.06100011
0.111,-0.018,-2.06299996
0.141,-0.019,-2.06699991
0.171,-0.019,-2.06299996
0.097,-0.017,-2.06100011
0.127,-0.018,-2.06699991
0.15700001,-0.018,-2.06800008
0.18700001,-0.019,-2.06599998
0.082,-0.016,-2.06200004
0.098,-0.015,-2.06900001
0.18799999,-0.016,-2.06299996
0.084,-0.014,-2.0710001
0.17299999,-0.015,-2.06100011
0.099,-0.013,-2.06900001
0.15899999,-0.013,-2.06299996
0.145,-0.011,-2.06399989
0.1,-0.009,-2.06100011
0.131,-0.008,-2.06500006
0.042,-0.004,-2.06299996
-0.031,-0.002,-2.06599998
0.028,-0.001,-2.06399989
0.058,-0.001,-2.06900001
-0.045,0,-2.06599998
-0.03,0.003,-2.06900001
-0.028,0.009,-2.06399989
-0.042,0.013,-2.06599998
-0.026,0.017,-2.06900001
-0.131,0.018,-2.06999993
-0.1,0.019,-2.06900001
-0.145,0.022,-2.06900001
-0.115,0.023,-2.07500005
-0.084,0.024,-2.0710001
-0.098,0.028,-2.07599998
-0.067,0.029,-2.06999993
-0.112,0.033,-2.07800007
-0.126,0.037,-2.07599998
-0.064,0.04,-2.07500005
-0.20200001,0.039,-2.08100009
-0.047,0.167,-2.06500006
0.037,0.09,-2.07200003
0.101,0.085,-2.06800008
0.034,0.075,-2.07299995
0,0.063,-2.07399988
0.028,0.047,-2.06500006
0.059,0.045,-2.06800008
0.091,0.043,-2.06800008
-0.042,0.023,-2.06599998
0.02,0.019,-2.06500006
0.052,0.017,-2.07299995
0.084,0.014,-2.06800008
-0.046,0.009,-2.06900001
-0.049,-0.004,-2.06900001
-0.018,-0.006,-2.0710001
0.076,-0.013,-2.06299996
-0.053,-0.018,-2.06599998
-0.022,-0.02,-2.0710001
0.009,-0.022,-2.06599998
0.04,-0.025,-2.07200003
0.071,-0.027,-2.06299996
-0.058,-0.031,-2.06699991
-0.026,-0.034,-2.07200003
0.067,-0.041,-2.0710001
-0.062,-0.045,-2.06699991
0,-0.05,-2.07200003
0.063,-0.055,-2.0710001
-0.066,-0.059,-2.06800008
-0.009,-0.077,-2.07299995
-0.076,-0.086,-2.06500006
-0.014,-0.091,-2.07200003
-0.019,-0.105,-2.07200003
-0.193,0.063,-2.07399988
-0.17900001,0.062,-2.07200003
-0.2,0.062,-2.079
-0.164,0.06,-2.07299995
-0.15000001,0.058,-2.07399988
-0.205,0.058,-2.06999993
-0.13600001,0.055,-2.07200003
-0.191,0.056,-2.07299995
-0.121,0.053,-2.06999993
-0.176,0.053,-2.07299995
-0.162,0.051,-2.07500005
-0.093,0.048,-2.06599998
-0.148,0.048,-2.07599998
-0.078,0.045,-2.06500006
-0.204,0.047,-2.07500005
-0.134,0.044,-2.07399988
-0.064,0.042,-2.06500006
-0.19,0.044,-2.079
-0.12,0.041,-2.07399988
-0.085,0.04,-2.07500005
-0.176,0.04,-2.0769999
-0.105,0.037,-2.06900001
-0.071,0.036,-2.07399988
-0.126,0.035,-2.07399988
